id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,motivo_rechazo
1023,24296,,2166.64,Rechazado,fecha_siniestro_invalida
1025,4210,,9442.08,Abierto,fecha_siniestro_invalida
1026,12458,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1027,15572,,12459.2,Cerrado,fecha_siniestro_invalida
1028,3752,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1030,24881,2026-01-04,427.88,,estado_vacio
1031,15756,,3056.54,,"fecha_siniestro_invalida,estado_vacio"
1032,3331,,13707.48,Abierto,fecha_siniestro_invalida
1033,4230,,11.48162,,"fecha_siniestro_invalida,estado_vacio"
1035,12033,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1036,17772,,10598.48,Rechazado,fecha_siniestro_invalida
1037,23259,,10301.15,Rechazado,fecha_siniestro_invalida
1038,8757,,58168.0,Abierto,fecha_siniestro_invalida
1039,25599,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1041,10322,,5303.75,Cerrado,fecha_siniestro_invalida
1042,8757,,2.91819,Abierto,fecha_siniestro_invalida
1043,4254,,11298.38,Cerrado,fecha_siniestro_invalida
1044,22668,,930.74,,"fecha_siniestro_invalida,estado_vacio"
1045,10458,,5.35552,,"fecha_siniestro_invalida,estado_vacio"
1046,6717,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1047,15632,,4927.0,Abierto,fecha_siniestro_invalida
1050,18759,,14.75413,Abierto,fecha_siniestro_invalida
1051,8317,,10.46032,Rechazado,fecha_siniestro_invalida
1052,10082,,93354.0,Cerrado,fecha_siniestro_invalida
1053,8739,,13.25669,Abierto,fecha_siniestro_invalida
1054,178,,8796.59,Abierto,fecha_siniestro_invalida
1055,20636,,8440.05,,"fecha_siniestro_invalida,estado_vacio"
1056,3455,,4182.88,Rechazado,fecha_siniestro_invalida
1057,12563,,8110.11,Abierto,fecha_siniestro_invalida
1059,14253,2025-08-26,,Rechazado,monto_siniestro_invalido
1060,19021,,6011.35,,"fecha_siniestro_invalida,estado_vacio"
1061,25739,,10090.98,Abierto,fecha_siniestro_invalida
1062,9345,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
1063,10311,,506.85,,"fecha_siniestro_invalida,estado_vacio"
1064,20345,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1065,21567,,10277.84,Abierto,fecha_siniestro_invalida
1066,13573,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1067,3241,,2155.91,Rechazado,fecha_siniestro_invalida
1068,22744,,6905.13,Abierto,fecha_siniestro_invalida
1070,14008,,13456.22,,"fecha_siniestro_invalida,estado_vacio"
1071,6778,,5828.56,Abierto,fecha_siniestro_invalida
1074,15640,,1922.21,Cerrado,fecha_siniestro_invalida
1076,18032,,7758.51,,"fecha_siniestro_invalida,estado_vacio"
1077,6270,,1997.62,Abierto,fecha_siniestro_invalida
1078,13241,,7515.7,,"fecha_siniestro_invalida,estado_vacio"
1079,11635,,14.29679,Abierto,fecha_siniestro_invalida
1081,7513,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1082,5493,,14.66607,,"fecha_siniestro_invalida,estado_vacio"
1084,2742,,4897.88,Rechazado,fecha_siniestro_invalida
1085,10737,,5919.75,Abierto,fecha_siniestro_invalida
1086,20808,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1087,10117,,4498.53,Cerrado,fecha_siniestro_invalida
1088,22336,,6.99068,Cerrado,fecha_siniestro_invalida
1089,22409,,11798.06,Cerrado,fecha_siniestro_invalida
1091,5775,,2220.73,,"fecha_siniestro_invalida,estado_vacio"
1092,17119,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1093,14884,,4005.29,Rechazado,fecha_siniestro_invalida
1094,3560,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
1096,6981,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
1097,8950,2025-02-11,4937.18,,estado_vacio
1098,19355,,7889.33,Abierto,fecha_siniestro_invalida
1102,25677,,6992.09,Abierto,fecha_siniestro_invalida
1103,15069,,12.72161,Abierto,fecha_siniestro_invalida
1105,18411,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
1106,11451,,5959.99,,"fecha_siniestro_invalida,estado_vacio"
1108,7405,,3579.1,Rechazado,fecha_siniestro_invalida
1109,21960,,234.11,Abierto,fecha_siniestro_invalida
1110,7307,,6284.09,Abierto,fecha_siniestro_invalida
1111,14354,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
1112,16501,,5502.88,Cerrado,fecha_siniestro_invalida
1113,24868,,6794.36,,"fecha_siniestro_invalida,estado_vacio"
1114,17658,2025-06-09,,,"monto_siniestro_invalido,estado_vacio"
1115,2855,,4674.38,Cerrado,fecha_siniestro_invalida
1116,15493,,9778.99,Cerrado,fecha_siniestro_invalida
1117,21480,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1118,23771,,8827.3,,"fecha_siniestro_invalida,estado_vacio"
1119,24714,,11083.46,Rechazado,fecha_siniestro_invalida
1120,13861,,11213.71,,"fecha_siniestro_invalida,estado_vacio"
1121,20858,,79570.0,Cerrado,fecha_siniestro_invalida
1122,12929,,3493.27,Abierto,fecha_siniestro_invalida
1123,6641,,1.08295,Abierto,fecha_siniestro_invalida
1124,3461,,10686.06,,"fecha_siniestro_invalida,estado_vacio"
1125,25600,,13156.95,Cerrado,fecha_siniestro_invalida
1126,3841,2025-05-28,,Cerrado,monto_siniestro_invalido
1127,10355,2025-02-15,,Rechazado,monto_siniestro_invalido
1128,14020,,4.52174,Rechazado,fecha_siniestro_invalida
1129,9207,,1999.09,,"fecha_siniestro_invalida,estado_vacio"
1130,688,,1651.92,Cerrado,fecha_siniestro_invalida
1131,19776,,749.79,Abierto,fecha_siniestro_invalida
1132,23813,,13473.39,,"fecha_siniestro_invalida,estado_vacio"
1133,16811,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
1134,5072,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1135,15345,,2.17694,Cerrado,fecha_siniestro_invalida
1136,11801,,5310.68,,"fecha_siniestro_invalida,estado_vacio"
1139,6215,,13514.51,Abierto,fecha_siniestro_invalida
1140,23028,,6684.61,Cerrado,fecha_siniestro_invalida
1141,7917,,4405.51,Cerrado,fecha_siniestro_invalida
1142,14020,,3255.1,Cerrado,fecha_siniestro_invalida
1144,17946,,12781.95,Abierto,fecha_siniestro_invalida
1145,2981,,1217.23,Abierto,fecha_siniestro_invalida
1146,15338,,1484.94,,"fecha_siniestro_invalida,estado_vacio"
1147,20793,,3113.62,Rechazado,fecha_siniestro_invalida
1149,19340,,14517.55,Cerrado,fecha_siniestro_invalida
1150,23730,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
1151,3324,,6532.67,Abierto,fecha_siniestro_invalida
1152,7979,,11.73304,Rechazado,fecha_siniestro_invalida
1153,14250,2025-01-26,12636.25,,estado_vacio
1154,11248,,8.4406,Cerrado,fecha_siniestro_invalida
1155,1189,,4509.87,Abierto,fecha_siniestro_invalida
1156,15020,2025-09-24,,Cerrado,monto_siniestro_invalido
1157,11302,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1158,4891,,2632.99,Rechazado,fecha_siniestro_invalida
1159,6964,,14016.53,Abierto,fecha_siniestro_invalida
1160,1948,2026-01-23,9.20113,,estado_vacio
1161,21907,,53088.0,Cerrado,fecha_siniestro_invalida
1162,12743,,9.76168,,"fecha_siniestro_invalida,estado_vacio"
1163,10671,,9755.75,,"fecha_siniestro_invalida,estado_vacio"
1164,23556,,3.97856,Abierto,fecha_siniestro_invalida
1165,9198,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1166,24114,,3.47147,Rechazado,fecha_siniestro_invalida
1167,286,,8397.54,Cerrado,fecha_siniestro_invalida
1168,19075,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1169,11760,,3075.23,Cerrado,fecha_siniestro_invalida
1170,12816,,8627.81,Abierto,fecha_siniestro_invalida
1171,6309,,7539.72,Cerrado,fecha_siniestro_invalida
1172,10330,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1173,24937,,10267.29,Cerrado,fecha_siniestro_invalida
1174,13,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
1175,14609,,2.39464,Abierto,fecha_siniestro_invalida
1176,4604,,76824.0,,"fecha_siniestro_invalida,estado_vacio"
1177,20034,,1063.96,Abierto,fecha_siniestro_invalida
1178,453,,4385.65,Abierto,fecha_siniestro_invalida
1179,6385,,513.6,Rechazado,fecha_siniestro_invalida
1180,19288,,1147.2,Cerrado,fecha_siniestro_invalida
1181,801,,7.86308,Rechazado,fecha_siniestro_invalida
1182,24739,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1184,15381,,2152.09,,"fecha_siniestro_invalida,estado_vacio"
1185,15619,,5907.17,,"fecha_siniestro_invalida,estado_vacio"
1186,11436,,9269.46,Abierto,fecha_siniestro_invalida
1187,20954,,4227.36,,"fecha_siniestro_invalida,estado_vacio"
1188,11278,,9954.49,Cerrado,fecha_siniestro_invalida
1189,13758,,7538.65,Cerrado,fecha_siniestro_invalida
1190,2561,,9708.16,,"fecha_siniestro_invalida,estado_vacio"
1191,24567,,8626.26,,"fecha_siniestro_invalida,estado_vacio"
1194,12360,,1257.06,,"fecha_siniestro_invalida,estado_vacio"
1195,1088,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
1196,10349,,9104.31,Cerrado,fecha_siniestro_invalida
1197,22770,2025-12-02,,Abierto,monto_siniestro_invalido
1198,1007,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1199,7316,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1200,14387,,1174.91,Cerrado,fecha_siniestro_invalida
1201,10811,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1202,15557,,11977.15,Abierto,fecha_siniestro_invalida
1204,10792,,2449.52,,"fecha_siniestro_invalida,estado_vacio"
1205,2785,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
1206,15823,,9814.88,Cerrado,fecha_siniestro_invalida
1207,1951,,7.07311,Abierto,fecha_siniestro_invalida
1208,12085,,7.29234,,"fecha_siniestro_invalida,estado_vacio"
1209,20312,,1.54,Rechazado,fecha_siniestro_invalida
1210,24186,,12984.46,Cerrado,fecha_siniestro_invalida
1211,23782,2025-12-23,,Rechazado,monto_siniestro_invalido
1212,18598,,5927.99,,"fecha_siniestro_invalida,estado_vacio"
1213,17164,2025-11-14,,,"monto_siniestro_invalido,estado_vacio"
1214,4547,2025-03-08,,,"monto_siniestro_invalido,estado_vacio"
1215,10385,,2146.77,Rechazado,fecha_siniestro_invalida
1217,1757,,13977.45,Cerrado,fecha_siniestro_invalida
1218,13968,,5718.28,Cerrado,fecha_siniestro_invalida
1219,12303,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1220,11652,,9053.89,,"fecha_siniestro_invalida,estado_vacio"
1221,8298,2026-01-19,,Abierto,monto_siniestro_invalido
1222,4761,2025-08-16,,,"monto_siniestro_invalido,estado_vacio"
1223,8808,,5726.65,Abierto,fecha_siniestro_invalida
1224,12468,,13427.65,Rechazado,fecha_siniestro_invalida
1225,23885,,12134.93,,"fecha_siniestro_invalida,estado_vacio"
1226,4251,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1227,25832,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
1228,2407,,5542.27,Cerrado,fecha_siniestro_invalida
1229,405,,2902.16,,"fecha_siniestro_invalida,estado_vacio"
1230,10348,,14201.74,,"fecha_siniestro_invalida,estado_vacio"
1231,21623,2025-10-10,,Abierto,monto_siniestro_invalido
1233,19055,,493.42,Rechazado,fecha_siniestro_invalida
1234,18450,,9867.5,Cerrado,fecha_siniestro_invalida
1235,8554,,9417.71,Abierto,fecha_siniestro_invalida
1236,18995,,14867.87,Abierto,fecha_siniestro_invalida
1238,9697,,1040.72,Cerrado,fecha_siniestro_invalida
1239,21836,,12831.95,Rechazado,fecha_siniestro_invalida
1240,16223,,277.84,,"fecha_siniestro_invalida,estado_vacio"
1241,21089,,1.04391,Cerrado,fecha_siniestro_invalida
1242,16772,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
1243,7188,,2.97615,Cerrado,fecha_siniestro_invalida
1244,12283,,7946.62,Abierto,fecha_siniestro_invalida
1245,9315,,5.01898,,"fecha_siniestro_invalida,estado_vacio"
1246,22854,,2984.77,Cerrado,fecha_siniestro_invalida
1247,16943,2026-01-20,13951.22,,estado_vacio
1248,23191,2025-01-21,,Cerrado,monto_siniestro_invalido
1249,20643,,6978.95,Cerrado,fecha_siniestro_invalida
1250,639,,10710.26,,"fecha_siniestro_invalida,estado_vacio"
1251,5220,2025-02-20,10460.04,,estado_vacio
1252,22472,,2721.9,Cerrado,fecha_siniestro_invalida
1253,8538,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1254,20454,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1255,5220,,11546.0,Rechazado,fecha_siniestro_invalida
1256,19180,,4203.56,Abierto,fecha_siniestro_invalida
1257,5501,,4.90582,Abierto,fecha_siniestro_invalida
1258,16974,,3290.95,Abierto,fecha_siniestro_invalida
1260,19935,,11443.65,,"fecha_siniestro_invalida,estado_vacio"
1261,10131,,8.86457,,"fecha_siniestro_invalida,estado_vacio"
1262,25653,,5950.12,Rechazado,fecha_siniestro_invalida
1263,14945,2025-06-22,,Abierto,monto_siniestro_invalido
1264,25585,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1265,18782,,6593.27,Rechazado,fecha_siniestro_invalida
1267,6892,,10.97597,Cerrado,fecha_siniestro_invalida
1268,16249,,13.32322,,"fecha_siniestro_invalida,estado_vacio"
1269,21082,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
1270,12115,,9620.5,Abierto,fecha_siniestro_invalida
1271,2456,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1272,25857,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1273,2951,,10068.99,Abierto,fecha_siniestro_invalida
1275,19288,,2725.82,,"fecha_siniestro_invalida,estado_vacio"
1276,280,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1277,20864,,1036.3,,"fecha_siniestro_invalida,estado_vacio"
1278,1004,,5515.78,Rechazado,fecha_siniestro_invalida
1279,22809,,11632.79,Abierto,fecha_siniestro_invalida
1280,4880,,4587.25,Cerrado,fecha_siniestro_invalida
1281,9897,,5477.26,Rechazado,fecha_siniestro_invalida
1282,12153,,14.1671,Abierto,fecha_siniestro_invalida
1283,701,,9.49068,Cerrado,fecha_siniestro_invalida
1284,7964,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1285,13726,,2496.81,Rechazado,fecha_siniestro_invalida
1287,7682,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1290,11498,,6656.02,Abierto,fecha_siniestro_invalida
1291,5882,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1293,10643,,30303.0,Abierto,fecha_siniestro_invalida
1294,23967,,13944.49,,"fecha_siniestro_invalida,estado_vacio"
1295,21960,,12.94358,,"fecha_siniestro_invalida,estado_vacio"
1296,5367,,2696.11,Cerrado,fecha_siniestro_invalida
1297,3203,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1298,21679,,3205.53,Abierto,fecha_siniestro_invalida
1299,1862,,3051.7,Abierto,fecha_siniestro_invalida
1300,13633,,6440.54,,"fecha_siniestro_invalida,estado_vacio"
1301,4930,,499.17,Rechazado,fecha_siniestro_invalida
1302,6501,,7922.05,,"fecha_siniestro_invalida,estado_vacio"
1303,264,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1304,17185,,2.8633,Cerrado,fecha_siniestro_invalida
1306,3099,,7877.21,,"fecha_siniestro_invalida,estado_vacio"
1307,17248,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
1308,20819,,12807.83,,"fecha_siniestro_invalida,estado_vacio"
1309,14353,,2.03784,Abierto,fecha_siniestro_invalida
1310,12726,,3196.63,,"fecha_siniestro_invalida,estado_vacio"
1311,2315,,14201.32,,"fecha_siniestro_invalida,estado_vacio"
1312,2189,,14191.56,Abierto,fecha_siniestro_invalida
1314,4439,,5353.68,Cerrado,fecha_siniestro_invalida
1315,13728,,1.40991,Abierto,fecha_siniestro_invalida
1316,12800,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1317,19371,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1318,13716,,10715.88,Rechazado,fecha_siniestro_invalida
1319,5559,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1320,4918,,1501.08,,"fecha_siniestro_invalida,estado_vacio"
1321,5808,,13056.06,Cerrado,fecha_siniestro_invalida
1322,7393,2025-05-19,,,"monto_siniestro_invalido,estado_vacio"
1323,16976,,10001.37,Abierto,fecha_siniestro_invalida
1324,16939,,10120.18,Cerrado,fecha_siniestro_invalida
1325,6766,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1326,21581,,13247.47,,"fecha_siniestro_invalida,estado_vacio"
1327,5838,,5233.17,Cerrado,fecha_siniestro_invalida
1328,23471,,5596.99,Abierto,fecha_siniestro_invalida
1329,19205,2025-09-18,13096.57,,estado_vacio
1330,12750,,8095.69,Abierto,fecha_siniestro_invalida
1331,4675,,8.6577,Abierto,fecha_siniestro_invalida
1332,3566,2026-01-09,6194.88,,estado_vacio
1333,4591,,12730.18,Abierto,fecha_siniestro_invalida
1334,7227,,804.95,Cerrado,fecha_siniestro_invalida
1335,23315,,14684.93,,"fecha_siniestro_invalida,estado_vacio"
1336,21837,,3334.44,Cerrado,fecha_siniestro_invalida
1337,17413,,10772.53,Cerrado,fecha_siniestro_invalida
1338,15367,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1339,9171,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1341,23276,,12.49618,Cerrado,fecha_siniestro_invalida
1342,20930,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
1343,4046,,10329.5,Abierto,fecha_siniestro_invalida
1344,19571,,8283.79,Abierto,fecha_siniestro_invalida
1345,21223,,9.0743,Cerrado,fecha_siniestro_invalida
1346,22227,,2622.23,Abierto,fecha_siniestro_invalida
1347,15514,,12002.76,,"fecha_siniestro_invalida,estado_vacio"
1349,12103,,682.74,Abierto,fecha_siniestro_invalida
1350,5092,,500.96,Abierto,fecha_siniestro_invalida
1351,563,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1352,734,,7397.35,Cerrado,fecha_siniestro_invalida
1353,7303,,5.68067,Cerrado,fecha_siniestro_invalida
1354,3772,,10725.18,Abierto,fecha_siniestro_invalida
1355,12151,,4698.5,,"fecha_siniestro_invalida,estado_vacio"
1356,23951,,12068.19,Cerrado,fecha_siniestro_invalida
1357,22130,,11891.95,,"fecha_siniestro_invalida,estado_vacio"
1358,23652,,5850.34,,"fecha_siniestro_invalida,estado_vacio"
1359,14693,,8.81351,Rechazado,fecha_siniestro_invalida
1361,24260,,9.29289,Rechazado,fecha_siniestro_invalida
1362,21685,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1363,13954,,9163.92,Abierto,fecha_siniestro_invalida
1364,13980,,8707.04,,"fecha_siniestro_invalida,estado_vacio"
1365,2636,,5232.09,Abierto,fecha_siniestro_invalida
1366,17006,,3.11071,Abierto,fecha_siniestro_invalida
1367,6415,,2046.86,Cerrado,fecha_siniestro_invalida
1368,8517,,1.48073,Cerrado,fecha_siniestro_invalida
1369,20754,,8463.75,Cerrado,fecha_siniestro_invalida
1370,12779,2026-02-21,,,"monto_siniestro_invalido,estado_vacio"
1371,7640,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1372,22316,,11612.33,Cerrado,fecha_siniestro_invalida
1373,1379,,12470.22,,"fecha_siniestro_invalida,estado_vacio"
1374,23715,,9377.3,,"fecha_siniestro_invalida,estado_vacio"
1375,21863,,7731.57,Abierto,fecha_siniestro_invalida
1376,23249,,5608.92,Abierto,fecha_siniestro_invalida
1377,8960,2025-03-28,364.6,,estado_vacio
1378,11583,,65877.0,Abierto,fecha_siniestro_invalida
1379,25727,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1380,8316,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1381,10201,,3670.1,Cerrado,fecha_siniestro_invalida
1382,24644,,13.16199,Cerrado,fecha_siniestro_invalida
1384,3654,,8018.27,Cerrado,fecha_siniestro_invalida
1386,15656,,12330.75,Abierto,fecha_siniestro_invalida
1387,11547,,9.45198,Cerrado,fecha_siniestro_invalida
1388,2414,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1389,20596,,14855.63,,"fecha_siniestro_invalida,estado_vacio"
1390,24285,,1372.5,Abierto,fecha_siniestro_invalida
1391,14555,,12680.32,Rechazado,fecha_siniestro_invalida
1393,4540,,768.87,Rechazado,fecha_siniestro_invalida
1394,21463,,3.6365,,"fecha_siniestro_invalida,estado_vacio"
1395,6852,,12344.54,Abierto,fecha_siniestro_invalida
1396,21395,,5952.86,Rechazado,fecha_siniestro_invalida
1398,13443,,4.31821,Cerrado,fecha_siniestro_invalida
1399,3874,,9300.73,Abierto,fecha_siniestro_invalida
1400,19676,2025-06-03,,,"monto_siniestro_invalido,estado_vacio"
1401,23112,,4658.41,Abierto,fecha_siniestro_invalida
1403,4283,,2.63356,Cerrado,fecha_siniestro_invalida
1404,14776,,13119.37,,"fecha_siniestro_invalida,estado_vacio"
1405,8294,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1406,8719,,5915.97,Abierto,fecha_siniestro_invalida
1407,13052,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
1408,11496,,4223.35,Cerrado,fecha_siniestro_invalida
1409,2869,,1436.35,Abierto,fecha_siniestro_invalida
1410,15619,,50916.0,Abierto,fecha_siniestro_invalida
1411,10651,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1413,25745,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1414,25620,,8940.16,,"fecha_siniestro_invalida,estado_vacio"
1415,9335,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1416,1806,,3.31922,Cerrado,fecha_siniestro_invalida
1417,21070,,10.90282,,"fecha_siniestro_invalida,estado_vacio"
1418,13727,2025-01-15,11467.88,,estado_vacio
1419,22929,,14636.87,Cerrado,fecha_siniestro_invalida
1420,9081,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1421,11500,,3250.69,Cerrado,fecha_siniestro_invalida
1422,11242,,5377.58,Cerrado,fecha_siniestro_invalida
1423,20759,,8372.01,Abierto,fecha_siniestro_invalida
1424,21782,2025-07-31,,Rechazado,monto_siniestro_invalido
1425,3831,,4022.3,Abierto,fecha_siniestro_invalida
1426,15555,,11281.7,Abierto,fecha_siniestro_invalida
1427,9624,,3204.41,,"fecha_siniestro_invalida,estado_vacio"
1428,5384,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1429,6094,,5609.24,Abierto,fecha_siniestro_invalida
1430,13806,,4148.18,,"fecha_siniestro_invalida,estado_vacio"
1431,9337,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1433,7520,,4.77921,,"fecha_siniestro_invalida,estado_vacio"
1434,7243,,9.4054,Abierto,fecha_siniestro_invalida
1435,19763,,8214.41,,"fecha_siniestro_invalida,estado_vacio"
1436,9916,,7.88142,Abierto,fecha_siniestro_invalida
1437,11222,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1438,9756,2026-01-29,14517.39,,estado_vacio
1439,9524,,9763.54,Cerrado,fecha_siniestro_invalida
1441,11343,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1442,10386,,3876.08,Rechazado,fecha_siniestro_invalida
1443,3844,,11811.71,Rechazado,fecha_siniestro_invalida
1444,24168,,14088.58,Cerrado,fecha_siniestro_invalida
1445,18385,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1446,24075,,13.16451,Cerrado,fecha_siniestro_invalida
1447,21799,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1450,9478,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1451,6017,,10.7909,Abierto,fecha_siniestro_invalida
1453,6962,,1.9606,Rechazado,fecha_siniestro_invalida
1454,13894,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1455,6845,,6984.65,Abierto,fecha_siniestro_invalida
1456,6309,,11.70465,Cerrado,fecha_siniestro_invalida
1457,7235,,9.94398,Rechazado,fecha_siniestro_invalida
1458,2953,,11.07001,,"fecha_siniestro_invalida,estado_vacio"
1459,24954,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1460,14525,,11664.98,Cerrado,fecha_siniestro_invalida
1461,13174,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1462,19453,,9532.75,,"fecha_siniestro_invalida,estado_vacio"
1463,16375,,14655.63,,"fecha_siniestro_invalida,estado_vacio"
1464,6576,,1345.69,,"fecha_siniestro_invalida,estado_vacio"
1466,24405,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
1467,8091,,10.06734,Cerrado,fecha_siniestro_invalida
1469,1197,,11.25578,,"fecha_siniestro_invalida,estado_vacio"
1470,14357,,14.73422,Abierto,fecha_siniestro_invalida
1471,11356,,11938.75,,"fecha_siniestro_invalida,estado_vacio"
1472,25735,,273.0,Rechazado,fecha_siniestro_invalida
1473,6774,,12349.69,Abierto,fecha_siniestro_invalida
1475,17162,,12.6642,Cerrado,fecha_siniestro_invalida
1476,15429,,3.4557,Cerrado,fecha_siniestro_invalida
1477,1797,,7228.05,Abierto,fecha_siniestro_invalida
1478,17213,,6066.61,Abierto,fecha_siniestro_invalida
1479,13889,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
1481,21619,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1482,12339,,3.41132,Abierto,fecha_siniestro_invalida
1483,24886,,2.22179,,"fecha_siniestro_invalida,estado_vacio"
1485,3739,,14002.05,Cerrado,fecha_siniestro_invalida
1486,23140,,2239.16,Abierto,fecha_siniestro_invalida
1487,22507,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
1488,16339,,9866.18,Abierto,fecha_siniestro_invalida
1489,10152,2025-07-12,,Cerrado,monto_siniestro_invalido
1490,10919,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
1491,19473,,10608.9,Rechazado,fecha_siniestro_invalida
1492,21099,,12954.99,Cerrado,fecha_siniestro_invalida
1493,18230,,3242.03,,"fecha_siniestro_invalida,estado_vacio"
1494,15707,,6861.88,Abierto,fecha_siniestro_invalida
1496,19417,2025-06-26,,Rechazado,monto_siniestro_invalido
1497,4852,2025-03-02,12375.98,,estado_vacio
1498,3723,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
1499,1534,,12862.23,Abierto,fecha_siniestro_invalida
